state,StateName,WeekEndDate,Week,PositiveIncrease,PositivePercChange,DeathIncrease,DeathPercChange,TestIncrease,TestPercChange,HospIncrease,HospPercChange,PositiveCum,DeathCum,TestsCum,HospCum,Pos100k,Death100k,Tests100k,Hosp100k
IL,Illinois,2020-06-14,24,5842,-26,606,13,147732,1,0,0,133404,6489,1191846,,1052.7610830,51.2081097,9405.4832372,-999999.0000000
IN,Indiana,2020-06-14,24,2546,-8,121,-27,62224,26,258,-67,39909,2422,451117,6419,592.8060273,35.9762509,6700.8663860,95.3474627
KS,Kansas,2020-06-14,24,654,-2,11,-54,15499,-17,56,-25,11047,243,129152,973,379.1901594,8.3410165,4433.1644306,33.3983910
KY,Kentucky,2020-06-14,24,1158,-36,29,-44,45459,11,72,-24,12445,499,294265,2433,278.5566446,11.1691254,6586.5384508,54.4578800
LA,Louisiana,2020-06-14,24,3797,30,79,-43,76314,28,0,0,46619,3014,509332,,1002.8192258,64.8340193,10956.2178922,-999999.0000000
MA,Massachusetts,2020-06-14,24,2263,-66,287,-44,79232,7,403,-30,105603,7624,902595,10802,1519.5762920,109.7056869,12987.9071928,155.4355758
MD,Maryland,2020-06-14,24,3823,-30,186,4,65816,-16,602,-27,61701,2939,486599,10165,1020.5799844,48.6132246,8048.7058528,168.1365868
ME,Maine,2020-06-14,24,233,-3,2,-77,9427,0,17,-29,2793,100,69858,314,207.7797252,7.4393027,5196.9481004,23.3594106
MI,Michigan,2020-06-14,24,922,-42,97,-14,83627,-14,0,0,66054,6016,813498,,661.4092902,60.2391723,8145.6858749,-999999.0000000
MN,Minnesota,2020-06-14,24,1612,-39,133,-8,74113,10,245,-24,30471,1329,417710,3610,540.3012111,23.5653674,7406.6889471,64.0112688
MO,Missouri,2020-06-14,24,1368,-7,70,84,0,-100,0,0,15810,879,270232,,257.5997633,14.3219603,4403.0170293,-999999.0000000
MP,Northern Mariana Islands,2020-06-14,24,4,0,0,0,1241,80,0,0,30,2,8169,,,,,-999999.0000000
MS,Mississippi,2020-06-14,24,2579,67,86,7,20762,-23,169,-28,19516,891,214053,2665,655.7467385,29.9380172,7192.2810316,89.5452479
MT,Montana,2020-06-14,24,48,37,0,-100,11250,50,9,800,601,19,58907,77,56.2324449,1.7777312,5511.6216838,7.2044896
NC,North Carolina,2020-06-14,24,8051,15,112,-2,114340,22,0,0,44119,1109,627130,,420.6583395,10.5739046,5979.4524910,-999999.0000000
ND,North Dakota,2020-06-14,24,241,-8,8,-27,17883,-2,15,-11,3078,67,128955,197,403.9041443,8.7919356,16921.8515029,25.8509150
NE,Nebraska,2020-06-14,24,1134,-34,30,87,16830,-9,148,-83,16633,216,136115,1070,859.8496284,11.1662069,7036.5197001,55.3140806
NH,New Hampshire,2020-06-14,24,232,-55,32,-28,17097,-4,16,-65,5299,318,114722,513,389.7151674,23.3873227,8437.2340887,37.7286056
NJ,New Jersey,2020-06-14,24,2712,-36,498,1,135199,-31,684,-24,166881,14372,1097616,18737,1878.8271811,161.8069418,12357.4929156,210.9502274
NM,New Mexico,2020-06-14,24,854,-27,39,-9,30644,-15,136,-20,9621,431,258994,1625,458.8356990,20.5548473,12351.6986841,77.4979743
NV,Nevada,2020-06-14,24,1486,53,15,-37,33109,0,0,0,11173,479,210611,,362.7413676,15.5511604,6837.6731568,-999999.0000000
NY,New York,2020-06-14,24,5314,-30,315,-13,434833,0,0,-100,383324,24551,2934599,89995,1970.4567200,126.2031152,15085.1507341,462.6145311
OH,Ohio,2020-06-14,24,2737,-11,184,-16,80372,4,404,-10,41148,2557,546220,6895,352.0202582,21.8750802,4672.9003944,58.9865772
OK,Oklahoma,2020-06-14,24,1070,82,14,27,24838,-12,85,93,8231,359,250818,1116,208.0126440,9.0725962,6338.6362953,28.2033909
OR,Oregon,2020-06-14,24,873,83,11,10,24320,25,56,36,5636,176,173882,875,133.6261602,4.1728538,4122.6373290,20.7457222
PA,Pennsylvania,2020-06-14,24,2756,-25,280,-28,64223,1,0,0,78798,6215,583233,,615.5137299,48.5471437,4555.7998839,-999999.0000000
PR,Puerto Rico,2020-06-14,24,775,-35,4,-55,25370,-13,0,0,5811,147,119091,,,,,-999999.0000000
RI,Rhode Island,2020-06-14,24,483,-28,61,0,21018,-13,78,-16,16104,833,208110,1853,1520.1616824,78.6323076,19644.8613834,174.9167659
SC,South Carolina,2020-06-14,24,4039,60,54,-6,9162,-78,174,-3,18795,600,248336,1988,365.0426106,11.6533954,4823.2626633,38.6115834
SD,South Dakota,2020-06-14,24,466,14,10,233,9055,-27,57,21,5898,75,65319,539,666.6975637,8.4778429,7383.5229167,60.9274308
TN,Tennessee,2020-06-14,24,3470,0,55,3,109941,70,150,-21,30432,475,615220,2087,445.3567259,6.9513816,9003.4294458,30.5421756
TX,Texas,2020-06-14,24,12458,11,138,-28,167042,1,0,0,87854,1976,1295983,,302.9878623,6.8147610,4469.5417256,-999999.0000000
UT,Utah,2020-06-14,24,2183,-3,18,100,27633,10,122,-3,14313,139,267713,1028,446.4500159,4.3356775,8350.4836932,32.0652984
VA,Virginia,2020-06-14,24,4472,-22,81,-10,69440,-1,537,59,54506,1546,493715,8136,638.5786266,18.1125483,5784.2411223,95.3193356
VI,Virgin Islands,2020-06-14,24,1,-50,0,0,160,-67,0,0,72,6,2377,,,,,-999999.0000000
VT,Vermont,2020-06-14,24,79,14,0,0,9850,32,0,0,1127,55,50982,,180.6121582,8.8142579,8170.3363361,-999999.0000000
WA,Washington,2020-06-14,24,2377,8,55,44,65887,43,178,-3,27484,1213,496902,3845,360.9243098,15.9293112,6525.3970082,50.4931586
WI,Wisconsin,2020-06-14,24,2152,-15,46,-19,75749,1,203,-24,25340,692,422706,3049,435.2131772,11.8850639,7259.9534834,52.3664158
WV,West Virginia,2020-06-14,24,128,-18,4,-55,17794,28,0,0,2289,88,131199,,127.7238976,4.9103115,7320.7722358,-999999.0000000
WY,Wyoming,2020-06-14,24,111,170,1,0,4547,2,3,-40,1060,18,33065,93,183.1504996,3.1101028,5713.0861032,16.0688646
AK,Alaska,2020-06-21,25,89,-24,0,-100,15115,91,0,-100,755,12,88051,,103.2062279,1.6403639,12036.3067207,-999999.0000000
AL,Alabama,2020-06-21,25,4948,8,65,-22,46228,-2,202,-18,30021,839,344255,2460,612.2754903,17.1113266,7021.0485633,50.1714702
AR,Arkansas,2020-06-21,25,3595,46,48,118,55217,82,121,-14,15142,224,242234,1152,501.7520897,7.4225643,8026.7742497,38.1731876
AS,American Samoa,2020-06-21,25,0,0,0,0,0,0,0,0,0,0,174,,,,,-999999.0000000
