state,Pop,StateName,date,PositiveIncrease,PosIncAvg,DeathIncrease,DeathIncAvg,TotalTestResultsIncrease,TestIncAvg,HospitalizedIncrease,HospIncAvg
HI,1415872,Hawaii,2020-09-13,129,41.9529449,1,.5650228,7349,561.5620621,13,1.3419292
IA,3155070,Iowa,2020-09-13,784,22.2182075,1,.2535601,4555,258.1242255,0,.6022053
ID,1787065,Idaho,2020-09-13,217,40.6252710,3,.4476614,1479,441.9537062,27,1.2870265
IL,12671821,Illinois,2020-09-13,1462,7.2365290,14,.0789153,46890,113.2591756,0,.1815051
IN,6732219,Indiana,2020-09-13,1243,11.1256036,1,.1336855,6884,180.5793899,39,.2525170
KS,2913314,Kansas,2020-09-13,0,18.7758683,0,.1029755,0,329.2813614,0,.3775769
KY,4467673,Kentucky,2020-09-13,530,13.9446195,3,.0671491,0,214.7202806,0,.2462132
LA,4648794,Louisiana,2020-09-13,1281,16.9506328,33,.1505767,28977,272.8234463,0,.1935986
MA,6949503,Massachusetts,2020-09-13,286,10.3172846,14,.1295057,37435,250.0898266,5,.1438952
MD,6045680,Maryland,2020-09-13,577,12.7032857,2,.1488666,23517,339.5647801,55,.2315703
ME,1344212,Maine,2020-09-13,29,41.8832744,1,.5207512,5165,1083.7576216,0,1.0415024
MI,9986857,Michigan,2020-09-13,0,3.8650799,0,.0700921,0,136.0187695,0,.0801053
MN,5639632,Minnesota,2020-09-13,723,8.6707785,13,.1595849,22994,299.1152614,32,.2305115
MO,6137428,Missouri,2020-09-13,1613,10.4929948,1,.1466412,18739,318.4721678,0,.2118151
MS,2976149,Mississippi,2020-09-13,254,15.3218135,12,.1344019,254,339.1967270,0,.4032056
MT,1068778,Montana,2020-09-13,96,36.2095777,2,.3742592,1396,648.8718892,4,.4678240
NC,10488084,North Carolina,2020-09-13,1196,5.2821850,5,.0381385,34976,106.7306478,0,.0476731
ND,762062,North Dakota,2020-09-13,426,80.7020951,0,.5248917,8150,1621.6528314,9,.7873375
NE,1934408,Nebraska,2020-09-13,267,28.4324713,0,.1033908,3330,493.6393977,6,.1033908
NH,1359711,New Hampshire,2020-09-13,44,23.9756831,1,.1470901,3257,539.5999591,0,.1470901
NJ,8882190,New Jersey,2020-09-13,297,4.1431224,5,.0337755,27295,126.5003338,13,.0450339
NM,2096829,New Mexico,2020-09-13,98,16.5011071,3,.0953821,5220,569.7174162,16,.2861464
NV,3080156,Nevada,2020-09-13,317,12.2396398,3,.0649318,4173,400.7264567,0,.1947953
NY,19453561,New York,2020-09-13,725,1.5935386,6,.0102809,72668,91.1247046,0,.0308427
OH,11689100,Ohio,2020-09-13,837,3.1567871,4,.0256649,26819,174.4702330,30,.0769948
OK,3956971,Oklahoma,2020-09-13,695,10.8668979,6,.1010874,695,505.8920068,27,.3032623
OR,4217737,Oregon,2020-09-13,181,10.6692285,4,.0948376,2516,472.1015085,0,.2845128
PA,12801989,Pennsylvania,2020-09-13,76,3.2651176,0,.0234339,76,125.1602388,0,.0781129
RI,1059361,Rhode Island,2020-09-13,99,39.0801625,3,.2831896,5419,1462.8629900,5,.7551722
SC,5148714,South Carolina,2020-09-13,1886,11.2649489,24,.1165340,16991,146.5026024,24,.2330679
SD,884659,South Dakota,2020-09-13,201,55.2755355,1,.6782274,1347,441.2999811,13,1.0173411
TN,6833174,Tennessee,2020-09-13,933,7.6538370,14,.1024414,13415,83.7239034,31,.1463449
TX,28995881,Texas,2020-09-13,1845,2.6245107,47,.0448340,30498,33.5185539,0,.0344877
UT,3205958,Utah,2020-09-13,628,26.2012166,0,.4054950,4644,323.4914494,15,.3743031
VA,8535519,Virginia,2020-09-13,874,10.8136365,2,.1523047,16076,147.9347653,51,.2225992
VT,623989,Vermont,2020-09-13,7,102.8864291,0,1.4423331,1012,1536.4052892,0,2.4038885
WA,7614893,Washington,2020-09-13,350,8.7066227,0,.1181894,13423,148.5510039,33,.2363789
WI,5822434,Wisconsin,2020-09-13,1624,13.0873102,1,.1202246,7777,180.4571765,23,.2919741
WV,1792147,West Virginia,2020-09-13,178,29.2386729,1,.0000000,4888,382.1115121,0,.9485829
WY,578759,Wyoming,2020-09-13,49,76.1975192,0,.0000000,49,1069.8753713,-59,1.0367009
AK,731545,Alaska,2020-09-14,77,44.6999159,0,.0000000,2200,575.3576335,0,.0000000
AL,4903185,Alabama,2020-09-14,704,8.7086251,4,.0000000,4164,97.6304178,229,.6526370
AR,3017825,Arkansas,2020-09-14,408,16.0380406,11,.0662729,6190,183.1451459,17,1.1266392
AZ,7278717,Arizona,2020-09-14,213,3.1873749,0,.0274774,4527,43.2081643,1,.3572058
CA,39512223,California,2020-09-14,2855,1.5564804,56,.0253086,116173,48.1952129,0,.0658024
CO,5758736,Colorado,2020-09-14,417,11.5824028,0,.1736492,12609,361.8328744,4,.6077723
CT,3565287,Connecticut,2020-09-14,569,20.6995959,5,.2804823,49004,771.9715131,0,.9816882
DC,705749,District of Columbia,2020-09-14,30,90.8254918,0,1.4169343,1507,3846.1265974,0,.4250803
DE,973764,Delaware,2020-09-14,88,61.6165724,2,.9242486,1208,2736.4946743,0,.0000000
FL,21477737,Florida,2020-09-14,1736,3.8039389,36,.0651838,17078,132.4161852,77,.0512158
GA,10617423,Georgia,2020-09-14,1023,5.2366756,20,.0847663,13045,129.1085417,25,.1412772
HI,1415872,Hawaii,2020-09-14,112,30.7937441,2,.5650228,6406,416.4924513,1,.9887899
IA,3155070,Iowa,2020-09-14,386,15.4354737,6,.2852552,3191,194.5440196,0,.4437303
ID,1787065,Idaho,2020-09-14,112,27.9228791,0,.5036191,1473,343.1884123,8,.8393651
IL,12671821,Illinois,2020-09-14,1373,5.3820205,5,.0710237,35930,87.5406936,0,.1183729
IN,6732219,Indiana,2020-09-14,736,8.0062755,1,.0594158,4380,137.8297408,47,.1633934
KS,2913314,Kansas,2020-09-14,1513,20.9040289,23,.1716259,9451,300.8944453,35,.4462272
KY,4467673,Kentucky,2020-09-14,337,14.5937270,5,.1342981,66268,406.4084368,19,.3357453
LA,4648794,Louisiana,2020-09-14,492,15.2082454,17,.1720876,12569,409.5040563,0,.3226643
MA,6949503,Massachusetts,2020-09-14,254,9.8999885,9,.1151161,32467,334.1102234,11,.2446218
MD,6045680,Maryland,2020-09-14,536,12.3724709,1,.1323259,19197,425.9405063,33,.3308147
ME,1344212,Maine,2020-09-14,40,41.5113092,0,.5951442,3609,1572.2222388,0,1.4878605
MI,9986857,Michigan,2020-09-14,1229,6.2882647,10,.0901184,51477,278.9866722,0,.1401842
MN,5639632,Minnesota,2020-09-14,638,8.9190217,3,.1063899,17265,513.8278526,23,.2127798
MO,6137428,Missouri,2020-09-14,1332,10.5092883,9,.1140543,19730,363.8331888,0,.1466412
MS,2976149,Mississippi,2020-09-14,144,18.8162622,9,.1344019,3013,548.5948452,89,.6720094
MT,1068778,Montana,2020-09-14,86,46.3145761,3,.3742592,5746,1347.8009465,6,1.4970368
NC,10488084,North Carolina,2020-09-14,845,5.8161243,8,.0572078,18711,157.9220761,0,.1525541
ND,762062,North Dakota,2020-09-14,254,61.8059948,1,.5248917,3965,1282.7040320,3,2.2307896
NE,1934408,Nebraska,2020-09-14,227,21.2985058,0,.2067816,3281,402.0868400,2,.7237356
NH,1359711,New Hampshire,2020-09-14,18,16.5476340,0,.2206351,4444,411.4109542,0,1.0296306
NJ,8882190,New Jersey,2020-09-14,334,3.0623078,4,.0337755,21440,97.4647018,2,.1576188
NM,2096829,New Mexico,2020-09-14,100,12.6858223,2,.0953821,5875,432.3671601,4,.0953821
NV,3080156,Nevada,2020-09-14,277,9.5125052,4,.0649318,2796,280.6351367,0,.0324659
NY,19453561,New York,2020-09-14,583,1.3159544,4,.0102809,63358,77.2197954,0,.0051404
OH,11689100,Ohio,2020-09-14,1079,3.1995620,4,.0171100,29426,159.6359001,64,.0855498
OK,3956971,Oklahoma,2020-09-14,869,11.7514129,0,.0505437,869,462.8540366,15,.3032623
OR,4217737,Oregon,2020-09-14,147,11.4753480,2,.0474188,2184,426.5794667,44,.4267691
PA,12801989,Pennsylvania,2020-09-14,1182,4.7258282,32,.0468677,21791,140.9312256,0,.1406032
RI,1059361,Rhode Island,2020-09-14,32,57.3930889,0,.5663792,2208,1620.9771740,0,1.6047410
SC,5148714,South Carolina,2020-09-14,816,12.4691331,13,.1359563,16610,203.8178854,22,.3884465
SD,884659,South Dakota,2020-09-14,163,57.7623695,0,.7912653,1183,730.1118284,6,1.3564549
TN,6833174,Tennessee,2020-09-14,2450,10.7856173,19,.1317104,36702,169.4380971,56,.2634208
TX,28995881,Texas,2020-09-14,4011,4.4454590,21,.0413852,-336892,-127.1249527,0,.0413852
UT,3205958,Utah,2020-09-14,563,37.4303094,3,.2495354,4809,-1225.4371392,12,.4054950
VA,8535519,Virginia,2020-09-14,757,14.7149810,19,.1171575,13062,-439.0359860,45,.2343150
VT,623989,Vermont,2020-09-14,12,182.0544913,0,1.2820739,805,-6417.7413384,0,2.7244070
WA,7614893,Washington,2020-09-14,312,15.2070423,15,.1444538,9382,-510.4996223,17,.2363789
WI,5822434,Wisconsin,2020-09-14,818,15.8696518,0,.1373996,3967,-747.9861515,18,.2232743
WV,1792147,West Virginia,2020-09-14,121,20.5898288,9,.3347940,4251,289.2061868,0,.7253869
WY,578759,Wyoming,2020-09-14,46,50.9711296,4,1.0367009,2569,840.2461128,2,1.9006184
AK,731545,Alaska,2020-09-15,43,26.3825192,0,.5467880,3711,482.1302859,0,.6834850
AL,4903185,Alabama,2020-09-15,701,5.9757076,32,.1631593,5232,87.1474358,0,.1019745
AR,3017825,Arkansas,2020-09-15,730,13.0888968,18,.3645009,43795,345.1161018,66,.4639103
AZ,7278717,Arizona,2020-09-15,484,4.1628216,22,.1648642,9651,135.8343785,26,.1786029
CA,39512223,California,2020-09-15,2235,1.5311718,66,.0506172,121981,67.5866807,0,.0329012
CO,5758736,Colorado,2020-09-15,375,11.3219290,5,.3472984,10485,483.3699617,13,.2604738
CT,3565287,Connecticut,2020-09-15,136,18.6520749,0,.5609647,10783,809.0793252,0,.4207235
DC,705749,District of Columbia,2020-09-15,65,81.4737251,0,2.1254015,4132,4065.0429544,0,2.1254015
DE,973764,Delaware,2020-09-15,200,52.1686980,1,1.3350257,1655,2388.5664288,0,.5134714
FL,21477737,Florida,2020-09-15,3116,4.1158899,146,.1443355,27839,120.3944345,281,.1955513
GA,10617423,Georgia,2020-09-15,1496,7.3369969,45,.2637175,13843,98.0369719,271,.7534785
HI,1415872,Hawaii,2020-09-15,79,50.9933101,0,1.9069520,3545,560.7851557,2,5.5796004
IA,3155070,Iowa,2020-09-15,401,24.4051638,10,.9191555,2976,246.4287639,0,2.5039064
ID,1787065,Idaho,2020-09-15,253,44.5982659,4,1.6227725,1528,414.2546578,8,4.4766139
IL,12671821,Illinois,2020-09-15,1466,7.7179121,18,.2525288,39031,100.5538194,0,.6313220
IN,6732219,Indiana,2020-09-15,689,9.3728383,21,.2079552,26378,186.1644727,62,.7278432
KS,2913314,Kansas,2020-09-15,0,14.3479213,0,.2402762,0,362.3365006,0,.3432517
KY,4467673,Kentucky,2020-09-15,718,11.5272537,9,.1790641,9691,265.8654740,19,.2909792
LA,4648794,Louisiana,2020-09-15,371,11.9600912,26,.2581315,12659,283.5143910,0,.2581315
MA,6949503,Massachusetts,2020-09-15,313,7.8278979,6,.1726742,37187,259.9754256,20,.2158428
MD,6045680,Maryland,2020-09-15,599,9.8086568,10,.1984888,19011,340.1602467,34,.3142740
ME,1344212,Maine,2020-09-15,15,28.7157085,1,.7439303,2712,1143.8671876,1,1.4134675
MI,9986857,Michigan,2020-09-15,682,3.8550667,11,.0901184,25534,152.7607735,0,.1001316
MN,5639632,Minnesota,2020-09-15,402,7.8373908,5,.1595849,8513,292.0757950,25,.2482431
MO,6137428,Missouri,2020-09-15,1317,8.6029522,18,.1792282,15029,280.8179583,0,.1792282
MS,2976149,Mississippi,2020-09-15,505,16.8674351,28,.3360047,505,342.2543697,0,.2688037
MT,1068778,Montana,2020-09-15,137,40.7942529,2,.8420832,3498,745.7114574,8,.3742592
NC,10488084,North Carolina,2020-09-15,1106,5.6445009,51,.1525541,17621,96.2997627,0,.0381385
ND,762062,North Dakota,2020-09-15,233,69.2857012,1,1.9683438,1667,877.8813272,11,.7873375
NE,1934408,Nebraska,2020-09-15,307,26.6231322,1,.7237356,2710,302.9867536,15,.2067816
NH,1359711,New Hampshire,2020-09-15,34,24.3434083,2,.8825405,3001,304.6971011,1,.3677252
NJ,8882190,New Jersey,2020-09-15,436,4.4358430,9,.1463603,22341,82.5697266,38,.1125848
NM,2096829,New Mexico,2020-09-15,81,15.8811234,0,.4292196,3474,369.9872522,7,.5246017
NV,3080156,Nevada,2020-09-15,226,11.2331973,26,.3895907,1665,243.3967630,0,.3246589
NY,19453561,New York,2020-09-15,766,1.5267128,11,.0359831,73678,79.7026313,0,.0514045
OH,11689100,Ohio,2020-09-15,1001,3.4818763,87,.1625446,36275,174.9407568,103,.1967645
OK,3956971,Oklahoma,2020-09-15,1091,13.1160931,7,.5054371,26109,601.2427182,96,.8845149
OR,4217737,Oregon,2020-09-15,178,12.7793649,8,.4978973,3260,564.9475062,13,.8535383
PA,12801989,Pennsylvania,2020-09-15,1151,5.0148457,6,.1562257,11826,174.3947757,0,.2421499
RI,1059361,Rhode Island,2020-09-15,120,63.7176562,3,1.6991375,6849,2136.2878188,6,2.9262924
SC,5148714,South Carolina,2020-09-15,790,13.1877591,21,.3884465,-13736,197.0006491,54,.7380484
SD,884659,South Dakota,2020-09-15,193,63.6403405,0,.7912653,957,576.2672397,24,3.0520234
TN,6833174,Tennessee,2020-09-15,957,7.9611612,30,.1609794,22578,67.2162014,82,.3658622
TX,28995881,Texas,2020-09-15,5301,4.4006250,132,.0965654,34295,31.1320080,0,.0793216
UT,3205958,Utah,2020-09-15,562,37.1807740,0,.8421820,3930,246.3850119,23,.8421820
VA,8535519,Virginia,2020-09-15,943,14.8321385,96,.4686300,12395,112.5766342,97,.4686300
VT,623989,Vermont,2020-09-15,6,182.3750098,0,5.7693325,114,1704.6774863,0,5.1282955
WA,7614893,Washington,2020-09-15,327,15.1939101,9,.4990221,11748,159.9365874,29,.4333613
WI,5822434,Wisconsin,2020-09-15,1441,21.0564860,11,.6011232,12359,184.0982654,56,.4980735
WV,1792147,West Virginia,2020-09-15,156,27.3973061,5,.9485829,2631,345.6747689,0,1.6181708
WY,578759,Wyoming,2020-09-15,46,72.0507154,0,2.9373193,739,991.7772337,0,4.4923707
AK,731545,Alaska,2020-09-16,52,39.6421273,0,.4100910,1440,570.7099358,0,1.6403639
AL,4903185,Alabama,2020-09-16,927,8.6066506,5,.0815796,7584,106.6653614,186,.7750064
AR,3017825,Arkansas,2020-09-16,862,18.0262275,147,.8284112,-26195,48.7768509,38,1.4580037
AZ,7278717,Arizona,2020-09-16,698,5.3718258,27,.3572058,15957,4.2315150,25,.4808540
CA,39512223,California,2020-09-16,2950,1.9993813,164,.1240123,72352,25.9868952,0,.0885802
CO,5758736,Colorado,2020-09-16,400,14.6038992,11,.8682461,9275,199.4708561,22,.6598670
CT,3565287,Connecticut,2020-09-16,135,23.9251426,2,1.4024116,3634,330.9971960,0,1.0658328
DC,705749,District of Columbia,2020-09-16,56,103.1528206,1,7.0846717,1961,1558.2027038,0,1.7003212
DE,973764,Delaware,2020-09-16,97,64.3893182,1,2.9781343,1746,1568.0390731,0,.6161657
FL,21477737,Florida,2020-09-16,2355,4.0227702,154,.2188312,15176,70.5707496,200,.1443355
GA,10617423,Georgia,2020-09-16,2223,7.1580458,21,.2542990,25031,79.0869875,219,.5933643
HI,1415872,Hawaii,2020-09-16,65,49.3688695,1,1.7656963,2853,496.8669484,16,4.3789269
IA,3155070,Iowa,2020-09-16,803,25.5461844,3,.8240705,5499,239.0121297,0,1.9650911
ID,1787065,Idaho,2020-09-16,278,46.8925305,4,1.4548995,1411,417.5561605,19,3.5812911
IL,12671821,Illinois,2020-09-16,1941,8.6885697,35,.2446373,52311,115.8949452,0,.5050576
IN,6732219,Indiana,2020-09-16,580,12.5961440,12,.1633934,29407,248.3430797,60,.6535735
KS,2913314,Kansas,2020-09-16,971,22.9635391,52,.5148776,5845,479.7972344,44,.6521782
KY,4467673,Kentucky,2020-09-16,764,17.2573060,8,.3581283,21151,378.8325600,3,.4476603
LA,4648794,Louisiana,2020-09-16,612,18.2628011,16,.3871972,23226,426.6697987,0,.3871972
MA,6949503,Massachusetts,2020-09-16,306,11.1950452,20,.3021799,55902,389.0350144,16,.2877904
MD,6045680,Maryland,2020-09-16,643,13.7453521,6,.3473555,26599,506.7089227,41,.3804369
ME,1344212,Maine,2020-09-16,23,41.4369162,1,1.1902884,5698,1783.5728293,1,1.7110396
MI,9986857,Michigan,2020-09-16,773,5.8476856,11,.1602106,30840,242.1182160,0,.1501974
MN,5639632,Minnesota,2020-09-16,462,9.0608749,6,.1595849,10319,440.0819061,40,.2482431
MO,6137428,Missouri,2020-09-16,1191,9.3198649,7,.1466412,9092,376.3139869,0,.2281086
MS,2976149,Mississippi,2020-09-16,711,18.2450543,22,.2352033,6420,427.0283511,0,.3696052
MT,1068778,Montana,2020-09-16,187,44.7239745,1,.5613888,3033,874.1759280,4,.5613888
NC,10488084,North Carolina,2020-09-16,1137,6.0735593,38,.1144156,30944,123.4639234,0,.0572078
ND,762062,North Dakota,2020-09-16,269,74.1409492,6,1.4434521,5021,1215.2554517,17,1.0497834
NE,1934408,Nebraska,2020-09-16,328,28.2256897,1,.5169540,2286,419.4047998,13,.2067816
NH,1359711,New Hampshire,2020-09-16,32,27.9471152,0,.6619054,3158,534.3782613,1,.3677252
NJ,8882190,New Jersey,2020-09-16,388,4.9086993,9,.1238433,22661,118.2478645,29,.1013264
NM,2096829,New Mexico,2020-09-16,81,16.5011071,7,.3815285,5376,493.7932469,10,.4769106
NV,3080156,Nevada,2020-09-16,208,11.3305949,12,.3246589,2997,335.9894759,0,.3246589
NY,19453561,New York,2020-09-16,652,1.4341847,5,.0257022,75087,85.6141454,0,.0514045
OH,11689100,Ohio,2020-09-16,1033,3.3193317,49,.0941048,29949,172.9474468,79,.1539896
OK,3956971,Oklahoma,2020-09-16,970,12.1304907,12,.3285341,11088,542.6625568,48,.5812527
OR,4217737,Oregon,2020-09-16,188,11.9021172,2,.3082222,3209,509.3015520,27,.6401537
PA,12801989,Pennsylvania,2020-09-16,776,4.3586977,28,.1249806,13623,157.7020571,0,.1796596
RI,1059361,Rhode Island,2020-09-16,108,51.7292972,3,1.5103444,11536,1949.9490731,12,2.1711201
SC,5148714,South Carolina,2020-09-16,652,10.6434345,34,.4078688,6185,210.0330296,50,.5826698
SD,884659,South Dakota,2020-09-16,297,50.0757919,8,1.6955686,3559,796.2390028,16,2.3737960
TN,6833174,Tennessee,2020-09-16,1856,8.3270234,24,.2341518,27807,138.0471213,74,.3658622
TX,28995881,Texas,2020-09-16,6026,4.8386183,135,.1207068,52078,56.6080403,0,.0724241
UT,3205958,Utah,2020-09-16,747,43.6375024,1,.9981416,4119,469.6256158,20,.7486062
VA,8535519,Virginia,2020-09-16,845,17.6204868,45,.4100512,14298,200.1401438,99,.4451985
VT,623989,Vermont,2020-09-16,0,223.7218925,0,4.8077771,472,2345.7144277,0,4.6475178
WA,7614893,Washington,2020-09-16,347,18.4375539,5,.3939648,10987,206.1486616,35,.4202291
WI,5822434,Wisconsin,2020-09-16,1502,23.2377044,8,.4637236,12290,231.5354712,48,.4808985
WV,1792147,West Virginia,2020-09-16,220,29.2386729,10,.5021909,3237,362.9166581,0,1.5623718
WY,578759,Wyoming,2020-09-16,128,75.1608182,0,1.5550514,224,1027.5434162,5,4.4923707
AK,731545,Alaska,2020-09-17,106,45.1100069,0,.4100910,7299,676.3767096,0,1.6403639
AL,4903185,Alabama,2020-09-17,670,8.6474404,9,.0815796,4046,112.3147505,137,.6526370
AR,3017825,Arkansas,2020-09-17,992,18.7552293,9,.1656822,10632,230.5965389,56,1.3254579
AZ,7278717,Arizona,2020-09-17,1753,7.5837541,38,.1236482,23844,96.7203423,-4,.3709445
CA,39512223,California,2020-09-17,3238,2.4878378,106,.0582098,79515,45.3960791,0,.0683333
CO,5758736,Colorado,2020-09-17,587,18.2158029,0,.3993932,9912,335.5076531,26,.5209477
CT,3565287,Connecticut,2020-09-17,220,29.8713680,1,.6451094,13868,568.2291496,90,1.2060740
DC,705749,District of Columbia,2020-09-17,47,138.2927925,2,3.1172556,3077,2851.0136040,0,3.4006424
DE,973764,Delaware,2020-09-17,84,87.5982271,0,2.1565800,1263,1973.9895909,0,1.6431086
FL,21477737,Florida,2020-09-17,3255,4.9725909,147,.1676154,26950,91.5645815,198,.2048633
GA,10617423,Georgia,2020-09-17,1847,8.1846603,55,.2731360,25770,112.9087538,170,.6498752
HI,1415872,Hawaii,2020-09-17,102,54.5953307,3,2.1188356,6453,675.9085567,13,3.8139041
IA,3155070,Iowa,2020-09-17,948,28.5889061,14,.9825456,6327,318.0278092,0,1.7115310
ID,1787065,Idaho,2020-09-17,283,52.3204248,6,1.7906456,1647,550.0639316,27,3.2455451
IL,12671821,Illinois,2020-09-17,2056,9.6039867,25,.2840949,57800,141.3135492,0,.4577085
IN,6732219,Indiana,2020-09-17,837,12.9526386,6,.2228092,27098,266.3014973,64,.5793038
KS,2913314,Kansas,2020-09-17,0,20.8697037,0,.2746014,0,488.9963801,0,.4805524
KY,4467673,Kentucky,2020-09-17,606,15.4442816,11,.2014472,10750,351.9729398,49,.4700434
LA,4648794,Louisiana,2020-09-17,478,16.0041508,17,.2366205,9006,346.0897601,0,.4302191
MA,6949503,Massachusetts,2020-09-17,429,9.6265877,15,.1582847,67849,357.9824341,18,.3165694
MD,6045680,Maryland,2020-09-17,631,11.8927896,6,.1819481,27343,472.2214871,49,.4135184
ME,1344212,Maine,2020-09-17,21,31.8402157,0,.5207512,9191,1607.2613546,3,1.9342187
MI,9986857,Michigan,2020-09-17,980,4.4959090,12,.0801053,33270,225.1659356,0,.1702237
MN,5639632,Minnesota,2020-09-17,909,10.2666273,9,.1773165,20124,449.6924622,31,.3723647
MO,6137428,Missouri,2020-09-17,1747,12.0897549,18,.1792282,18798,431.9561875,0,.2281086
MS,2976149,Mississippi,2020-09-17,701,23.9235334,24,.3024042,701,525.2425198,0,.3696052
MT,1068778,Montana,2020-09-17,216,61.0978145,2,.8420832,2898,1135.8766741,6,.4678240
NC,10488084,North Carolina,2020-09-17,1552,8.3141973,31,.1239502,30791,145.1742759,0,.0476731
ND,762062,North Dakota,2020-09-17,390,103.4036601,1,1.5746750,6402,1494.2353772,17,.9185604
NE,1934408,Nebraska,2020-09-17,449,37.3240805,3,.5686494,3890,468.7739091,5,.2067816
NH,1359711,New Hampshire,2020-09-17,34,35.0809841,0,.5883603,0,469.4379909,2,.2941802
NJ,8882190,New Jersey,2020-09-17,569,6.2822344,3,.1013264,30846,121.4677912,39,.1013264
NM,2096829,New Mexico,2020-09-17,118,22.6532540,2,.2861464,5405,546.5872515,10,.5246017
NV,3080156,Nevada,2020-09-17,347,16.0381487,12,.2272612,3050,372.8057930,0,.3246589
NY,19453561,New York,2020-09-17,896,2.0561788,3,.0154213,91504,103.6108505,0,.0514045
OH,11689100,Ohio,2020-09-17,1067,4.2518243,25,.0513299,28853,199.8785193,65,.1454346
OK,3956971,Oklahoma,2020-09-17,1034,14.6576763,6,.1769030,12241,620.6009597,88,.7328838
OR,4217737,Oregon,2020-09-17,0,13.6329031,0,.1659658,4151,596.2913287,22,.7587007
PA,12801989,Pennsylvania,2020-09-17,933,4.8976764,10,.0624903,14077,177.7380062,0,.2030934
RI,1059361,Rhode Island,2020-09-17,130,62.5848979,4,.8495687,11823,2201.1382333,6,2.3599132
SC,5148714,South Carolina,2020-09-17,1324,14.0617638,26,.2330679,6665,217.5106250,59,.6603591
SD,884659,South Dakota,2020-09-17,395,70.9878043,1,1.0173411,1868,830.1503743,20,3.0520234
TN,6833174,Tennessee,2020-09-17,1053,9.2343617,13,.1463449,21643,127.1297936,57,.3365932
TX,28995881,Texas,2020-09-17,4047,4.1695577,112,.0896679,45556,50.3588768,0,.0689753
UT,3205958,Utah,2020-09-17,911,37.6174610,0,.7486062,5447,417.0048391,20,.7174143
VA,8535519,Virginia,2020-09-17,1101,14.9961590,36,.3163252,22161,192.7357903,103,.4334827
VT,623989,Vermont,2020-09-17,3,171.9581595,0,3.6859624,1131,2241.5459247,0,4.4872586
WA,7614893,Washington,2020-09-17,386,14.0776765,11,.3151719,14345,207.0941772,34,.3939648
WI,5822434,Wisconsin,2020-09-17,2134,21.0564860,2,.3950238,11545,246.0654771,68,.5495983
WV,1792147,West Virginia,2020-09-17,234,38.0549140,4,.3905930,4400,471.3899027,0,1.7855678
WY,578759,Wyoming,2020-09-17,86,97.4498885,3,1.3822679,1483,1361.7066862,1,5.0107212
AK,731545,Alaska,2020-09-18,116,57.8228270,1,.4100910,2430,692.0968635,0,1.9137579
AL,4903185,Alabama,2020-09-18,1106,11.8290458,27,.1223694,7757,125.5306500,148,.7138217
AR,3017825,Arkansas,2020-09-18,871,23.3280591,7,.2319551,11114,251.2405458,36,1.3585944
AZ,7278717,Arizona,2020-09-18,1282,7.2402870,42,.1648642,8038,69.1193242,44,.4396379
CA,39512223,California,2020-09-18,3630,2.5637636,91,.0607407,97149,46.2666958,0,.0809876
CO,5758736,Colorado,2020-09-18,459,18.5110066,6,.4167581,13057,346.1697150,39,.6598670
CT,3565287,Connecticut,2020-09-18,141,29.9835609,4,.7012058,13875,605.0003829,0,1.0658328
DC,705749,District of Columbia,2020-09-18,62,130.3579601,0,2.9755621,5800,3016.6532294,0,2.4087884
DE,973764,Delaware,2020-09-18,48,83.3877613,1,2.0538857,1470,2129.9822133,0,1.1296372
FL,21477737,Florida,2020-09-18,3204,5.0563986,140,.1583035,27288,109.3737203,190,.1489915
GA,10617423,Georgia,2020-09-18,1834,7.8173395,63,.2825544,22061,120.2174953,149,.5085980
HI,1415872,Hawaii,2020-09-18,159,54.4540749,4,2.1188356,4600,680.2168558,18,3.6020205
IA,3155070,Iowa,2020-09-18,1183,29.5080616,9,.9825456,6593,308.8362540,0,1.6164459
ID,1787065,Idaho,2020-09-18,396,54.7825625,5,1.7906456,2096,515.6499624,24,3.0217144
IL,12671821,Illinois,2020-09-18,2223,10.1721765,23,.2762034,62021,140.9821051,0,.4261424
IN,6732219,Indiana,2020-09-18,1037,14.5568645,17,.2525170,26346,263.3752705,53,.5050341
KS,2913314,Kansas,2020-09-18,1415,31.5791569,10,.3432517,10523,552.0173933,55,.7208286
KY,4467673,Kentucky,2020-09-18,758,22.9202092,8,.2238302,13030,400.3650222,26,.5595754
LA,4648794,Louisiana,2020-09-18,979,24.5440000,29,.3011534,22796,440.6734306,0,.4732410
MA,6949503,Massachusetts,2020-09-18,454,14.9219304,9,.2014533,65310,415.4829489,18,.3597380
MD,6045680,Maryland,2020-09-18,543,17.5000992,8,.2315703,24644,530.8749388,62,.4962221
ME,1344212,Maine,2020-09-18,43,55.5715914,0,.8183233,13046,1867.1905920,1,2.2317908
MI,9986857,Michigan,2020-09-18,778,7.1093438,-1,.0901184,33299,261.2633785,0,.2303027
MN,5639632,Minnesota,2020-09-18,1085,11.7383546,8,.1418532,27945,506.7883862,41,.3723647
MO,6137428,Missouri,2020-09-18,1795,13.2140043,23,.1629347,16393,473.5045364,0,.2769890
MS,2976149,Mississippi,2020-09-18,0,20.3618838,0,.1680023,0,553.5677145,0,.4704066
MT,1068778,Montana,2020-09-18,224,52.3962881,3,.3742592,3256,1255.5460535,6,.5613888
NC,10488084,North Carolina,2020-09-18,1443,7.2463188,27,.0762770,34845,157.6455719,0,.0572078
